,markets,count
1855,PlayDrone|appchina|google play|1mobile|anzhi|mi.com,1
1856,PlayDrone|appchina|anzhi|slideme|google play|mi.com,1
1857,PlayDrone|appchina|anzhi|google play|mi.com,1
1858,PlayDrone|appchina|anzhi|1mobile|google play,1
1859,PlayDrone|appchina|angeeks|google play|anzhi,1
1860,PlayDrone|appchina|VirusShare|angeeks|google play,1
1861,PlayDrone|appchina|1mobile|google play|hiapk,1
1862,PlayDrone|appchina|1mobile|google play|angeeks|proandroid,1
1863,PlayDrone|appchina|1mobile|google play|angeeks,1
1864,PlayDrone|appchina|1mobile|angeeks|google play,1
1865,PlayDrone|apk_bang|google play,1
1866,PlayDrone|anzhi|google play|slideme|appchina,1
1867,PlayDrone|angeeks|appchina|google play|mi.com,1
1868,PlayDrone|angeeks|anzhi|google play|appchina|1mobile,1
1869,1mobile|google play|proandroid|slideme,1
1870,PlayDrone|1mobile|appchina|proandroid|hiapk|google play,1
1871,PlayDrone|1mobile|VirusShare|google play,1
1872,1mobile|torrents|google play|PlayDrone|fdroid|appchina|freewarelovers|angeeks,1
1873,1mobile|torrents|angeeks|appchina,1
1874,1mobile|torrents|angeeks,1
1875,1mobile|slideme|proandroid|appchina|anzhi,1
1876,1mobile|slideme|proandroid|angeeks,1
1877,1mobile|slideme|google play|appchina|PlayDrone,1
1878,1mobile|slideme|google play|appchina,1
1879,1mobile|slideme|appchina|google play,1
1880,1mobile|slideme|appchina|PlayDrone|google play,1
1881,1mobile|slideme|angeeks|proandroid,1
1882,1mobile|proandroid|slideme|angeeks,1
1883,1mobile|proandroid|google play|slideme|PlayDrone,1
1884,1mobile|proandroid|google play|slideme,1
1885,1mobile|proandroid|google play|appchina,1
1886,1mobile|proandroid|freewarelovers|google play|PlayDrone|slideme,1
1887,1mobile|proandroid|freewarelovers,1
1888,1mobile|proandroid|appchina|google play,1
1889,1mobile|proandroid|PlayDrone|google play,1
1890,1mobile|proandroid|PlayDrone|appchina|google play,1
1891,1mobile|google play|slideme|PlayDrone|angeeks,1
1892,PlayDrone|1mobile|angeeks|google play|slideme,1
1893,PlayDrone|1mobile|freewarelovers|google play,1
1894,PlayDrone|angeeks|anzhi|google play|appchina,1
1895,PlayDrone|1mobile|freewarelovers|google play|angeeks,1
1896,PlayDrone|angeeks|anzhi|google play,1
1897,PlayDrone|angeeks|anzhi|1mobile|google play,1
1898,PlayDrone|angeeks|1mobile|google play|appchina,1
1899,PlayDrone|angeeks,1
1900,PlayDrone|VirusShare|google play|appchina,1
1901,PlayDrone|VirusShare|google play|anzhi,1
1902,PlayDrone|VirusShare|google play|1mobile,1
1903,PlayDrone|VirusShare|anzhi|google play|appchina,1
1904,PlayDrone|VirusShare|anzhi|appchina|google play,1
1905,PlayDrone|VirusShare|1mobile|google play,1
1906,PlayDrone|1mobile|torrents|google play,1
1907,PlayDrone|1mobile|proandroid|google play|appchina,1
1908,PlayDrone|1mobile|proandroid|appchina|google play,1
1909,PlayDrone|1mobile|google play|proandroid,1
1910,PlayDrone|1mobile|google play|mi.com,1
1911,PlayDrone|1mobile|google play|freewarelovers,1
1912,PlayDrone|1mobile|google play|appchina|hiapk,1
1913,PlayDrone|1mobile|google play|appchina|VirusShare,1
1914,PlayDrone|1mobile|google play|angeeks|freewarelovers,1
1915,PlayDrone|1mobile|google play|angeeks|appchina|slideme,1
1916,PlayDrone|1mobile|hiapk|google play,1
1917,angeeks|google play|anzhi|mi.com|PlayDrone,1
1918,angeeks|google play|freewarelovers,1
1919,mi.com|PlayDrone|google play|anzhi|appchina,1
1920,appchina|google play|VirusShare|1mobile|PlayDrone,1
1921,appchina|google play|anzhi|VirusShare|PlayDrone,1
1922,appchina|google play|anzhi|PlayDrone|mi.com,1
1923,appchina|google play|anzhi|PlayDrone|hiapk,1
1924,appchina|google play|anzhi|1mobile|PlayDrone,1
1925,appchina|google play|angeeks|proandroid,1
1926,appchina|google play|angeeks|freewarelovers|1mobile|anzhi,1
1927,appchina|google play|angeeks|anzhi|mi.com,1
1928,appchina|google play|VirusShare|proandroid,1
1929,appchina|google play|VirusShare|PlayDrone|angeeks,1
1930,appchina|google play|VirusShare|PlayDrone|1mobile,1
1931,appchina|google play|PlayDrone|proandroid,1
1932,angeeks|google play|freewarelovers|PlayDrone|appchina,1
1933,appchina|google play|PlayDrone|angeeks|1mobile|VirusShare,1
1934,appchina|google play|PlayDrone|angeeks|1mobile,1
1935,appchina|google play|PlayDrone|1mobile|anzhi,1
1936,appchina|google play|PlayDrone|1mobile|angeeks,1
1937,appchina|google play|1mobile|torrents,1
1938,appchina|google play|1mobile|hiapk|PlayDrone,1
1939,appchina|google play|1mobile|anzhi|freewarelovers,1
1940,appchina|google play|1mobile|anzhi|PlayDrone,1
1941,appchina|google play|1mobile|anzhi,1
1942,appchina|google play|1mobile|angeeks|PlayDrone|anzhi,1
1943,appchina|google play|anzhi|hiapk,1
1944,appchina|google play|anzhi|mi.com|PlayDrone,1
1945,appchina|google play|freewarelovers|angeeks,1
1946,appchina|google play|hiapk|1mobile|PlayDrone,1
1947,appchina|slideme|VirusShare,1
1948,appchina|slideme|1mobile|google play,1
1949,appchina|slideme|1mobile|PlayDrone|google play,1
1950,appchina|proandroid|slideme|google play|freewarelovers,1
1951,appchina|proandroid|google play|anzhi,1
1952,appchina|proandroid|google play|PlayDrone|angeeks,1
1953,appchina|proandroid|anzhi|freewarelovers|angeeks|google play,1
1954,appchina|proandroid|PlayDrone|slideme|google play,1
1955,appchina|proandroid|PlayDrone|google play,1
1956,appchina|proandroid|1mobile|anzhi,1
1957,appchina|google play|slideme|anzhi,1
1958,appchina|google play|slideme|1mobile|PlayDrone,1
1959,appchina|google play|proandroid|slideme,1
1960,appchina|google play|proandroid|freewarelovers,1
1961,appchina|google play|proandroid|anzhi,1
1962,appchina|google play|proandroid|angeeks,1
1963,appchina|google play|proandroid|1mobile,1
1964,appchina|google play|mi.com|slideme,1
1965,appchina|google play|mi.com|anzhi|PlayDrone,1
1966,appchina|google play|mi.com|anzhi,1
1967,appchina|google play|hiapk|VirusShare,1
1968,appchina|google play|1mobile|angeeks|PlayDrone,1
1969,appchina|google play|1mobile|VirusShare|hiapk,1
1970,appchina|google play|1mobile|VirusShare|PlayDrone,1
1971,appchina|fdroid|1mobile|PlayDrone|proandroid|google play,1
1972,appchina|anzhi|slideme|google play,1
1973,appchina|anzhi|google play|slideme|PlayDrone|angeeks|proandroid,1
1974,appchina|anzhi|google play|slideme|PlayDrone,1
1975,appchina|anzhi|google play|mi.com|PlayDrone,1
1976,appchina|anzhi|google play|hiapk,1
1977,appchina|anzhi|google play|angeeks|PlayDrone,1
1978,appchina|anzhi|google play|angeeks,1
1979,appchina|anzhi|google play|VirusShare,1
1980,appchina|anzhi|google play|PlayDrone|angeeks,1
1981,appchina|anzhi|google play|PlayDrone|VirusShare,1
1982,appchina|anzhi|google play|1mobile|PlayDrone,1
1983,appchina|anzhi|mi.com|google play|PlayDrone,1
1984,appchina|anzhi|mi.com|VirusShare,1
1985,appchina|anzhi|mi.com|1mobile|google play,1
1986,appchina|anzhi|freewarelovers,1
1987,appchina|anzhi|apk_bang,1
1988,appchina|anzhi|angeeks|mi.com,1
1989,appchina|anzhi|angeeks|VirusShare,1
1990,appchina|anzhi|angeeks|1mobile|google play|PlayDrone,1
1991,appchina|anzhi|PlayDrone|angeeks|google play,1
1992,appchina|anzhi|PlayDrone|1mobile|google play,1
1993,appchina|apk_bang|anzhi,1
1994,appchina|fdroid|anzhi,1
1995,appchina|google play|1mobile|VirusShare,1
1996,appchina|freewarelovers|angeeks|google play,1
1997,appchina|google play|1mobile|PlayDrone|angeeks,1
1998,appchina|mi.com|google play|anzhi,1
1999,appchina|mi.com|anzhi|google play,1
2000,appchina|mi.com|anzhi|VirusShare,1
2001,appchina|mi.com|angeeks|anzhi,1
2002,appchina|mi.com|VirusShare|anzhi,1
2003,appchina|mi.com|PlayDrone|google play|anzhi,1
2004,appchina|mi.com|PlayDrone|anzhi|google play,1
2005,appchina|hiapk|google play|anzhi|PlayDrone,1
2006,appchina|hiapk|google play|VirusShare,1
2007,appchina|hiapk|anzhi|google play,1
2008,appchina|hiapk|angeeks|torrents,1
2009,appchina|hiapk|VirusShare|anzhi,1
2010,appchina|hiapk|1mobile|google play|PlayDrone,1
2011,appchina|hiapk|1mobile|google play,1
2012,appchina|genome|VirusShare,1
2013,appchina|freewarelovers|proandroid|google play,1
2014,appchina|freewarelovers|google play|angeeks,1
2015,appchina|freewarelovers|google play|VirusShare,1
2016,appchina|freewarelovers|anzhi|google play|PlayDrone,1
2017,appchina|freewarelovers|anzhi,1
2018,appchina|slideme|angeeks|anzhi|PlayDrone|google play,1
2019,appchina|slideme|mi.com|PlayDrone|proandroid|google play,1
2020,appchina|slideme|google play|1mobile,1
2021,hiapk|angeeks|appchina|anzhi,1
2022,hiapk|VirusShare|mi.com|anzhi|appchina,1
2023,hiapk|VirusShare|PlayDrone|angeeks|google play|appchina|proandroid,1
2024,hiapk|PlayDrone|google play|proandroid,1
2025,hiapk|PlayDrone|appchina|google play|1mobile,1
2026,hiapk|PlayDrone|appchina|1mobile|google play,1
2027,hiapk|PlayDrone|appchina,1
2028,hiapk|1mobile|google play,1
2029,hiapk|1mobile|VirusShare|PlayDrone|google play,1
2030,hiapk|1mobile|PlayDrone|appchina|google play,1
2031,hiapk|1mobile,1
2032,genome|VirusShare|appchina,1
2033,freewarelovers|torrents|fdroid,1
2034,freewarelovers|slideme|proandroid|angeeks,1
2035,freewarelovers|slideme|appchina,1
2036,freewarelovers|slideme|angeeks,1
2037,freewarelovers|slideme|PlayDrone|google play,1
2038,freewarelovers|proandroid|slideme|google play|appchina,1
2039,freewarelovers|proandroid|slideme,1
2040,freewarelovers|proandroid|angeeks|1mobile|slideme,1
2041,freewarelovers|proandroid|angeeks,1
2042,freewarelovers|google play|appchina|PlayDrone,1
2043,hiapk|angeeks|PlayDrone|google play|appchina,1
2044,hiapk|anzhi|VirusShare,1
2045,freewarelovers|google play|angeeks|VirusShare|appchina,1
2046,hiapk|anzhi|appchina|freewarelovers|google play|PlayDrone,1
2047,mi.com|PlayDrone|google play|anzhi|1mobile|appchina,1
2048,mi.com|PlayDrone|anzhi,1
2049,mi.com|1mobile|appchina,1
2050,mi.com|1mobile|anzhi,1
2051,mi.com|1mobile,1
2052,hiapk|google play|appchina|anzhi,1
2053,hiapk|google play|anzhi|appchina,1
2054,hiapk|google play|angeeks|appchina,1
2055,hiapk|google play|angeeks,1
2056,hiapk|google play|PlayDrone|appchina|anzhi,1
2057,hiapk|google play|PlayDrone|anzhi,1
2058,hiapk|google play|1mobile,1
2059,hiapk|mi.com,1
2060,hiapk|appchina|google play|anzhi,1
2061,hiapk|appchina|google play|PlayDrone|1mobile,1
2062,hiapk|appchina|google play|1mobile,1
2063,hiapk|appchina|anzhi|PlayDrone|google play,1
2064,hiapk|appchina|angeeks,1
2065,hiapk|appchina|PlayDrone|google play|angeeks,1
2066,hiapk|appchina|1mobile|google play|PlayDrone,1
2067,hiapk|anzhi|appchina|google play,1
2068,freewarelovers|google play|angeeks|appchina,1
2069,freewarelovers|google play|angeeks|PlayDrone,1
2070,appchina|slideme|google play|anzhi,1
2071,freewarelovers|PlayDrone|appchina|google play|1mobile,1
2072,freewarelovers|1mobile|slideme|proandroid,1
2073,freewarelovers|1mobile|slideme,1
2074,freewarelovers|1mobile|google play|VirusShare|appchina,1
2075,freewarelovers|1mobile|google play|PlayDrone,1
2076,freewarelovers|1mobile|google play,1
2077,freewarelovers|1mobile|appchina,1
2078,freewarelovers|1mobile|angeeks|proandroid|google play|PlayDrone,1
2079,fdroid|google play|appchina,1
2080,fdroid|freewarelovers|google play,1
2081,fdroid|freewarelovers|angeeks,1
2082,fdroid|appchina|freewarelovers,1
2083,fdroid|anzhi,1
2084,fdroid|PlayDrone|google play,1
2085,fdroid|PlayDrone|appchina|google play,1
2086,appchina|unknown,1
2087,appchina|torrents|anzhi|angeeks,1
2088,appchina|torrents|angeeks|1mobile,1
2089,appchina|torrents|VirusShare,1
2090,appchina|torrents|PlayDrone|google play,1
2091,appchina|slideme|proandroid|google play,1
2092,appchina|slideme|google play|mi.com,1
2093,freewarelovers|PlayDrone|angeeks|google play,1
2094,freewarelovers|VirusShare|angeeks,1
2095,freewarelovers|google play|angeeks,1
2096,freewarelovers|VirusShare|slideme,1
2097,freewarelovers|google play|PlayDrone|slideme,1
2098,freewarelovers|google play|PlayDrone|proandroid|1mobile,1
2099,freewarelovers|google play|PlayDrone|angeeks,1
2100,freewarelovers|google play|1mobile|torrents|PlayDrone,1
2101,freewarelovers|google play|1mobile,1
2102,freewarelovers|hiapk|appchina|angeeks|google play|anzhi,1
2103,freewarelovers|fdroid|google play,1
2104,freewarelovers|fdroid|angeeks,1
2105,freewarelovers|appchina|proandroid|slideme,1
2106,freewarelovers|appchina|google play|proandroid,1
2107,freewarelovers|appchina|google play|anzhi,1
2108,freewarelovers|appchina|google play|PlayDrone,1
2109,freewarelovers|appchina|angeeks|1mobile|google play,1
2110,freewarelovers|appchina|VirusShare,1
2111,freewarelovers|appchina|PlayDrone|google play|1mobile|anzhi,1
2112,freewarelovers|appchina|1mobile,1
2113,freewarelovers|anzhi|appchina,1
2114,freewarelovers|anzhi|angeeks,1
2115,freewarelovers|angeeks|google play,1
2116,freewarelovers|angeeks|appchina|slideme|proandroid,1
2117,freewarelovers|angeeks|1mobile|google play|PlayDrone,1
2118,appchina|anzhi|1mobile|google play,1
2119,appchina|anzhi|1mobile|PlayDrone|google play,1
2120,appchina|angeeks|slideme|google play,1
2121,anzhi|appchina|angeeks|google play,1
2122,anzhi|appchina|VirusShare|1mobile,1
2123,anzhi|appchina|PlayDrone|google play|slideme,1
2124,anzhi|appchina|PlayDrone|google play|mi.com,1
2125,anzhi|appchina|PlayDrone|google play|1mobile,1
2126,anzhi|appchina|PlayDrone|mi.com|google play,1
2127,anzhi|appchina|PlayDrone,1
2128,anzhi|appchina|1mobile|google play,1
2129,anzhi|appchina|1mobile|angeeks|PlayDrone|google play,1
2130,anzhi|appchina|1mobile|VirusShare,1
2131,anzhi|apk_bang|slideme,1
2132,anzhi|angeeks|slideme|freewarelovers|proandroid|appchina,1
2133,anzhi|angeeks|proandroid,1
2134,anzhi|angeeks|google play|appchina|PlayDrone,1
2135,anzhi|angeeks|mi.com|appchina,1
2136,anzhi|angeeks|appchina|torrents,1
2137,anzhi|angeeks|appchina|google play|PlayDrone,1
2138,anzhi|angeeks|appchina|PlayDrone|google play|slideme,1
2139,anzhi|angeeks|appchina|1mobile|google play|proandroid,1
2140,anzhi|angeeks|PlayDrone|google play|appchina,1
2141,anzhi|angeeks|PlayDrone|google play|1mobile|appchina,1
2142,anzhi|VirusShare|google play|appchina,1
2143,anzhi|appchina|angeeks|VirusShare,1
2144,anzhi|appchina|angeeks|slideme,1
2145,anzhi|VirusShare|hiapk,1
2146,anzhi|appchina|freewarelovers,1
2147,anzhi|mi.com|google play|PlayDrone|slideme,1
2148,anzhi|mi.com|google play|PlayDrone|appchina,1
2149,anzhi|mi.com|google play|1mobile|PlayDrone,1
2150,anzhi|mi.com|appchina|google play|PlayDrone,1
2151,anzhi|mi.com|appchina|angeeks,1
2152,anzhi|mi.com|angeeks|appchina,1
2153,anzhi|mi.com|angeeks|PlayDrone|google play,1
2154,anzhi|mi.com|VirusShare|appchina,1
2155,anzhi|mi.com|PlayDrone|google play|appchina,1
2156,anzhi|mi.com|1mobile,1
2157,anzhi|hiapk|appchina|google play,1
2158,anzhi|fdroid,1
2159,anzhi|appchina|proandroid,1
2160,anzhi|appchina|google play|slideme,1
2161,anzhi|appchina|google play|mi.com,1
2162,anzhi|appchina|google play|angeeks|PlayDrone,1
2163,anzhi|appchina|google play|VirusShare,1
2164,anzhi|appchina|google play|PlayDrone|mi.com,1
2165,anzhi|appchina|google play|1mobile|PlayDrone,1
2166,anzhi|appchina|google play|1mobile,1
2167,anzhi|appchina|mi.com|angeeks,1
2168,anzhi|VirusShare|google play,1
2169,anzhi|VirusShare|appchina|google play|PlayDrone,1
2170,anzhi|mi.com|google play|appchina|PlayDrone,1
2171,angeeks|slideme|proandroid|freewarelovers,1
2172,angeeks|slideme|google play|PlayDrone|1mobile,1
2173,angeeks|slideme|google play|1mobile,1
2174,angeeks|slideme|freewarelovers|proandroid,1
2175,angeeks|slideme|appchina,1
2176,angeeks|slideme|anzhi|appchina,1
2177,angeeks|slideme|PlayDrone|1mobile|google play,1
2178,angeeks|proandroid|google play|appchina|slideme,1
2179,angeeks|proandroid|google play|appchina|VirusShare,1
2180,angeeks|proandroid|google play|PlayDrone,1
2181,angeeks|proandroid|freewarelovers,1
2182,angeeks|proandroid|appchina|google play,1
2183,angeeks|proandroid|appchina|1mobile,1
2184,angeeks|proandroid|anzhi|appchina,1
2185,angeeks|proandroid|1mobile|PlayDrone|google play,1
2186,angeeks|proandroid|1mobile,1
2187,angeeks|google play|torrents,1
2188,angeeks|google play|slideme|proandroid|PlayDrone,1
2189,angeeks|google play|slideme|appchina,1
2190,angeeks|google play|proandroid|appchina|PlayDrone,1
2191,angeeks|google play|proandroid|appchina,1
2192,angeeks|google play|proandroid|PlayDrone,1
2193,angeeks|slideme|google play|anzhi|PlayDrone,1
2194,angeeks|slideme|torrents|1mobile,1
2195,anzhi|VirusShare|appchina|google play,1
2196,angeeks|torrents|PlayDrone|google play|1mobile,1
2197,anzhi|VirusShare|appchina|PlayDrone|google play,1
2198,anzhi|VirusShare|PlayDrone|google play,1
2199,anzhi|VirusShare|1mobile,1
2200,anzhi|PlayDrone|slideme|google play|appchina,1
2201,anzhi|PlayDrone|google play|appchina|mi.com,1
2202,anzhi|PlayDrone|google play|appchina|1mobile,1
2203,anzhi|PlayDrone|google play|1mobile|angeeks|appchina,1
2204,anzhi|PlayDrone|mi.com|google play|appchina,1
2205,anzhi|PlayDrone|mi.com|appchina|google play,1
2206,anzhi|PlayDrone|hiapk|google play|appchina,1
2207,anzhi|PlayDrone|hiapk|google play,1
2208,anzhi|PlayDrone|appchina|google play|angeeks,1
2209,anzhi|PlayDrone|angeeks|google play,1
2210,anzhi|PlayDrone|angeeks|1mobile|google play,1
2211,anzhi|PlayDrone|1mobile|proandroid|google play,1
2212,anzhi|PlayDrone|1mobile|angeeks|google play,1
2213,anzhi|1mobile|slideme|appchina|freewarelovers,1
2214,anzhi|1mobile|appchina|angeeks,1
2215,anzhi|1mobile|appchina|PlayDrone|google play,1
2216,anzhi|1mobile|angeeks,1
2217,angeeks|torrents|proandroid,1
2218,anzhi|mi.com|google play|appchina,1
2219,anzhi|mi.com|slideme|google play|appchina,1
2220,appchina|angeeks|proandroid|google play,1
2221,appchina|PlayDrone|slideme|proandroid|anzhi|google play,1
2222,appchina|PlayDrone|google play|torrents,1
2223,appchina|PlayDrone|google play|mi.com|1mobile,1
2224,appchina|PlayDrone|google play|hiapk|mi.com,1
2225,appchina|PlayDrone|google play|anzhi|mi.com,1
2226,appchina|PlayDrone|google play|angeeks|proandroid,1
2227,appchina|PlayDrone|google play|angeeks|1mobile,1
2228,appchina|PlayDrone|google play|VirusShare|mi.com,1
2229,appchina|PlayDrone|google play|VirusShare|1mobile,1
2230,appchina|PlayDrone|google play|1mobile|anzhi,1
2231,appchina|PlayDrone|mi.com,1
2232,appchina|PlayDrone|apk_bang|google play|VirusShare,1
2233,appchina|PlayDrone|anzhi|google play|mi.com,1
2234,appchina|PlayDrone|anzhi|google play|VirusShare,1
2235,appchina|PlayDrone|anzhi|angeeks|google play,1
2236,appchina|PlayDrone|anzhi|1mobile|google play,1
2237,appchina|PlayDrone|angeeks|anzhi|google play|VirusShare,1
2238,appchina|PlayDrone|angeeks|1mobile|slideme|google play,1
2239,appchina|PlayDrone|VirusShare|1mobile|google play,1
2240,appchina|PlayDrone|VirusShare,1
2241,appchina|PlayDrone|1mobile|google play|slideme,1
2242,appchina|PlayDrone|1mobile|google play|mi.com,1
2243,appchina|PlayDrone|proandroid|google play|1mobile|angeeks|VirusShare,1
2244,appchina|VirusShare|1mobile|PlayDrone|google play,1
2245,appchina|1mobile|torrents,1
2246,appchina|VirusShare|PlayDrone|angeeks|anzhi|google play,1
2247,appchina|angeeks|proandroid,1
2248,appchina|angeeks|google play|slideme|anzhi,1
2249,appchina|angeeks|google play|freewarelovers,1
2250,appchina|angeeks|google play|anzhi,1
2251,appchina|angeeks|google play|PlayDrone|anzhi,1
2252,appchina|angeeks|hiapk,1
2253,appchina|angeeks|freewarelovers|google play,1
2254,appchina|angeeks|apk_bang|torrents,1
2255,appchina|angeeks|anzhi|torrents,1
2256,appchina|angeeks|anzhi|google play,1
2257,appchina|angeeks|VirusShare|anzhi,1
2258,appchina|angeeks|VirusShare|PlayDrone|google play,1
2259,appchina|angeeks|PlayDrone|proandroid|google play,1
2260,appchina|angeeks|1mobile|slideme|google play,1
2261,appchina|angeeks|1mobile|google play,1
2262,appchina|angeeks|1mobile|PlayDrone|google play,1
2263,appchina|VirusShare|proandroid,1
2264,appchina|VirusShare|mi.com|anzhi,1
2265,appchina|VirusShare|genome,1
2266,appchina|VirusShare|fdroid,1
2267,appchina|VirusShare|anzhi|mi.com,1
2268,appchina|PlayDrone|1mobile|anzhi|VirusShare|google play,1
2269,appchina|1mobile|slideme|google play,1
2270,anzhi|google play|1mobile|VirusShare,1
2271,anzhi|slideme|proandroid,1
2272,anzhi|slideme|1mobile,1
2273,anzhi|proandroid|google play|appchina,1
2274,anzhi|proandroid|google play,1
2275,anzhi|proandroid|appchina|freewarelovers|google play,1
2276,anzhi|proandroid|appchina,1
2277,anzhi|google play|proandroid|angeeks,1
2278,anzhi|google play|proandroid,1
2279,anzhi|google play|mi.com|appchina|PlayDrone,1
2280,anzhi|google play|mi.com|VirusShare,1
2281,anzhi|google play|appchina|slideme,1
2282,anzhi|google play|appchina|mi.com|PlayDrone,1
2283,anzhi|google play|appchina|hiapk,1
2284,anzhi|google play|appchina|angeeks|PlayDrone,1
2285,anzhi|google play|appchina|VirusShare,1
2286,anzhi|google play|angeeks|PlayDrone,1
2287,anzhi|google play|VirusShare|appchina,1
2288,anzhi|google play|PlayDrone|slideme,1
2289,anzhi|google play|PlayDrone|mi.com|appchina,1
2290,anzhi|google play|PlayDrone|appchina|hiapk,1
2291,anzhi|google play|PlayDrone|appchina|1mobile,1
2292,anzhi|google play|1mobile|appchina|PlayDrone,1
2293,anzhi|slideme|PlayDrone|mi.com|google play,1
2294,anzhi|torrents|angeeks,1
2295,appchina|1mobile|slideme|PlayDrone|google play,1
2296,anzhi|torrents|angeeks|appchina,1
2297,appchina|1mobile|slideme,1
2298,appchina|1mobile|proandroid,1
2299,appchina|1mobile|google play|proandroid,1
2300,appchina|1mobile|google play|VirusShare,1
2301,appchina|1mobile|google play|PlayDrone|slideme,1
2302,appchina|1mobile|mi.com,1
2303,appchina|1mobile|hiapk,1
2304,appchina|1mobile|freewarelovers,1
2305,appchina|1mobile|angeeks|slideme,1
2306,appchina|1mobile|PlayDrone|freewarelovers|google play,1
2307,apk_bang|torrents|appchina,1
2308,apk_bang|torrents|angeeks,1
2309,apk_bang|torrents,1
2310,apk_bang|slideme,1
2311,apk_bang|google play|1mobile|angeeks|appchina,1
2312,apk_bang|google play,1
2313,apk_bang|appchina|anzhi,1
2314,apk_bang|appchina|angeeks|torrents,1
2315,apk_bang|angeeks|appchina|anzhi,1
2316,anzhi|torrents|appchina|angeeks,1
2317,anzhi|torrents|apk_bang|appchina|angeeks,1
2318,unknown|google play,1
